p1_won,surface,rank_p,form_old_p,form_new_p,career_p,career_conf,surface_p,surface_conf,h2h_p,h2h_w,fatigue_pp,model_old,model_new,p1_name,p2_name,date,tour_type,tournament,match_id,market_p
0,Clay,0.4547337477265455,0.3076923076923076,0.3106981757742595,0.29392971246006383,1.0,0.1951380017806682,1.0,,0.0,-0.0,0.35211858929297224,0.3201899750938244,De La Cierva Sanchez Pablo,Perez Navarro Pablo,2026-09-15,atp-single,Futures 2026,3324249,0.09115044247787607
0,Clay,0.5066501123402696,0.43243243243243235,0.45629164877887396,0.44859813084112155,1.0,0.29786546795510205,1.0,,0.0,-0.0,0.4625602252046078,0.42026907635808186,Barthel Mona,De Stefano Samira,2026-09-20,wta-single,Ljubljana WTA,3327158,0.5729166666666666
1,Hard,0.3931379918850594,0.5294117647058824,0.5283943011894436,0.5105795768169273,1.0,0.5902721672389418,1.0,,0.0,0.0,0.47770977780262297,0.5039348201044817,Rapolu Malaika,Noha Akugue Noma,2026-09-17,wta-single,Caldas da Rainha,3325025,0.46276595744680854
0,Clay,,0.47058823529411764,0.4898215532933866,0.4661016949152543,0.725,0.41666666666666674,1.0,,0.0,-0.0,0.4687025878885085,0.4532441099800266,Duarte Agustina Daniela,Lopez Ocampos Ana Julieta,2026-09-09,wta-single,Pilar ITF,3320147,0.6854460093896714
1,,0.5060828463756473,0.4,0.4492617608583215,,0.0,,0.0,,0.0,4.0,0.4930414231878236,0.5176723036169844,Bennour Dit Sahli Anas,Bao Denny,2026-09-11,atp-single,UTR Pro Tennis Series 3,3320695,0.555858310626703
0,Indoors,0.5083334948800471,0.3076923076923077,0.3312906126511238,0.43137254901960786,1.0,0.28920428106095863,0.7,,0.0,3.0,0.4457994505306543,0.41595077936068237,McGary Jack,Brady Conor,2026-09-14,atp-single,Futures 2026,3322851,0.2396039603960396
1,Clay,0.4535499138547284,0.5,0.4837597872101299,0.5373134328358209,1.0,0.6528194840210072,1.0,,0.0,0.0,0.49695444889684975,0.5300430616952885,Yesypchuk Daria,Teixido Garcia Maria Aran,2026-09-08,wta-single,Reus ITF,3319031,0.3836317135549872
0,,0.5488811394814248,0.5,0.4370168090024886,1.0,0.75,1.0,0.75,,0.0,-6.0,0.5941385961750636,0.571235617630514,Mirarchi Willliam,Lyons Justin,2026-09-12,atp-single,UTR Pro Tennis Series 3,3321505,0.6466165413533835
1,Hard,0.5950459705018798,0.5555555555555556,0.5424702759198329,0.44887780548628436,1.0,0.357380873042319,1.0,0.7142857142857143,0.1875,0.0,0.5331597771812399,0.511004138319248,Brace Cadence,Candiotto Ana,2026-09-12,wta-single,Sao Paulo WTA,3321437,0.8867521367521367
0,Hard,0.47474919670593707,0.4878048780487805,0.515901575819786,0.48305084745762716,1.0,0.42225417542307264,1.0,,0.0,-0.0,0.4818683074041149,0.4709683159829319,Alkaya Mert,Basing Max,2026-09-10,atp-single,Istanbul challenger,3319633,0.3984575835475579
1,Hard,,0.6,0.5966964782904999,0.5801526717557252,0.75,0.6066492519591545,1.0,,0.0,0.0,0.591494002181025,0.6016728651248272,Kartsev Anton,Senthilkumar Muthu Aadhitiya,2026-09-13,atp-single,Futures 2026,3321991,
1,Clay,0.5780387988272022,0.4444444444444444,0.4315701432955628,0.5871886120996441,1.0,0.6809983425953008,1.0,,0.0,0.0,0.5365572851237635,0.5635357615726886,Petruzelova Lucie,Zhenikhova Sonja,2026-09-10,wta-single,Radom ITF,3320393,0.6046511627906976
0,Hard,0.3346600449777398,0.4666666666666667,0.4897028424694295,0.5263157894736842,1.0,0.6095406360424027,0.85,,0.0,-3.0,0.41254750037269683,0.44104295722217957,Cunha Vitor Machado De Melo,Sakamoto Pedro,2026-09-17,atp-single,Futures 2026,3325901,0.07243319268635728
0,,0.5544032432304951,1.0,1.0,,0.0,,0.0,,0.0,-0.0,0.7772016216152475,0.7772016216152475,Arias Boris,Tam Sin Hang,2026-09-20,atp-single,Davis Cup,3329071,
0,Indoors,0.35407977547766945,0.3999999999999999,0.34425045314114366,0.0,1.0,0.0,0.55,0.3125,0.15000000000000002,-0.0,0.25135992515922323,0.2760019365254862,Li Yu-Yun,Zhu Chenting,2026-09-13,wta-single,Shenyang ITF,3323663,
1,Hard,0.6304817509768407,0.3,0.2684078008762897,0.4285714285714286,0.55,0.41831683168316836,0.55,,0.0,0.0,0.4573317790945594,0.4427309055995581,Vickery Sachia,Erler Savine,2026-09-13,wta-single,Le Neubourg ITF,3323491,0.7530364372469636
0,,0.5121951219512195,0.5,0.38046929450940914,0.5089285714285714,0.75,0.5089285714285714,0.75,,0.0,-0.0,0.5068696547355085,0.46340394364802073,Murariu Jose,Stanke Cedric,2026-09-18,atp-single,UTR Pro Tennis Series 5,3326271,0.2584745762711863
1,Hard,0.5615753911106959,0.4444444444444445,0.4315701432955627,0.5747126436781609,1.0,0.604174871996849,0.7,,0.0,0.0,0.5269108264111004,0.5244696091866862,Penzlin Julien,McGloughlin James,2026-09-13,atp-single,Futures 2026,3322425,
0,Hard,0.46697106837316815,0.33333333333333337,0.3767800268876361,0.5581395348837209,0.975,0.6249336870026524,1.0,,0.0,-0.0,0.45192956242626203,0.48956159408781896,Sleem Rabee,Dhokia Rahul,2026-09-08,atp-single,Futures 2026,3318803,
0,,0.5108974254887402,0.41666666666666674,0.42612189517396704,0.6666666666666667,0.55,0.6666666666666667,0.55,,0.0,-0.0,0.507541474047872,0.5112494067958329,Alvarez Marco,Djakouris Constantinos,2026-09-19,atp-single,UTR Pro Tennis Series 3,3325347,0.1854304635761589
1,Hard,0.4683903790752673,0.6164383561643837,0.5971884951902502,0.4081632653061224,1.0,0.30164630908125334,1.0,,0.0,0.0,0.4976640001819245,0.4557417277822569,Kikawada Riko,Popovic Karla,2026-09-10,wta-single,Monastir 49 ITF,3320477,0.2924107142857143
0,Hard,0.6251888408001145,0.33333333333333337,0.32512294470032566,0.5546038543897216,1.0,0.6518490847964138,1.0,,0.0,-0.0,0.5043753428410565,0.5340536234322846,Shepp Anton,Barki Nathan Anthony,2026-09-10,atp-single,Futures 2026,3319417,0.8037225042301184
1,Indoors,0.5247984822664158,0.6666666666666666,0.6865807543316896,0.5497953615279673,1.0,0.47816227940451533,1.0,,0.0,0.0,0.5804201701536832,0.5631805053342069,Zhu Chenting,Wang Yuhan,2026-09-14,wta-single,Shenyang ITF,3323683,0.47297297297297297
0,Hard,,0.37209302325581395,0.4745898102657925,0.6153846153846154,0.325,0.6363636363636364,0.65,,0.0,-0.0,0.43176831943835015,0.5383188932740339,Elnaqa Sofyan,Gautam Vishal,2026-09-13,atp-single,Futures 2026,3321977,
1,Clay,0.5598646037114048,0.6,0.6333041286473158,0.4984423676012461,1.0,0.5430097049538137,1.0,,0.0,0.0,0.5527689904375502,0.5787261457708448,Romero Gormaz Leyre,Hercog Polona,2026-09-21,wta-single,Tolentino,3328827,0.6035805626598465
0,Clay,0.46977794108589543,0.18181818181818188,0.14410902231455336,0.31851851851851853,1.0,0.15698535461576435,1.0,,0.0,-0.0,0.32337154714086525,0.2569574393387377,Anhelov Ivan,Ravasio Gilberto,2026-09-13,atp-single,Futures 2026,3322479,
1,Clay,0.6341985545716257,0.5161290322580645,0.5349771631714708,0.4684418145956608,1.0,0.5115519158282941,1.0,,0.0,-6.0,0.47958980047511696,0.5002425445237968,Ciric Bagaric Lucija,Price Gabriella,2026-09-08,wta-single,Montreux WTA,3318283,0.9060523938572719
1,Clay,0.39808779828353325,0.4166666666666667,0.43955037717077516,0.33557046979865773,1.0,0.26913875598086123,1.0,,0.0,0.0,0.38344164491628585,0.3689256438117232,Szoke Adam Gabor,Aubriot Alexandre,2026-09-09,atp-single,Futures 2026,3318453,0.07450693937180425
1,Clay,,0.5294117647058824,0.5540826600808684,0.6984126984126984,0.75,0.7272727272727272,1.0,,0.0,0.0,0.6018407362945177,0.6406776936767977,Mocanu Ana Cristiana,Necula Anastasia,2026-09-20,wta-single,Constanta ITF,3327760,
1,Hard,0.5318804202049224,0.5454545454545454,0.5206825492064473,0.4326328800988875,1.0,0.2965057425772717,1.0,0.6666666666666666,0.125,0.0,0.5033226152527851,0.45836865450303194,Peliwo Filip,Ryan Ziegann Sam,2026-09-14,atp-single,Phan Thiet 4 challenger,3322631,0.6076923076923076
0,,,0.0,0.0,,0.0,,0.0,,0.0,3.0,0.030000000000000027,0.030000000000000027,Soohoo Russell,Bushuev Pavel,2026-09-13,atp-single,UTR Pro Tennis Series 3,3322611,0.4347826086956522
0,Clay,0.49620748310222007,0.41666666666666663,0.4740795070734575,0.45833333333333326,1.0,0.40909090909090906,1.0,,0.0,-0.0,0.45706916103407325,0.4597926330888623,Bilozertsev Nikita,Valkusz Mate,2026-09-08,atp-single,Futures 2026,3318457,0.37755102040816324
1,Clay,0.5252659646136956,0.6153846153846154,0.6003689839641004,0.5470967741935484,1.0,0.6216809206107553,1.0,,0.0,0.0,0.5625824513972865,0.5824386230628504,Herrero Linana Alicia,Bennemann Eva,2026-09-11,wta-single,Antalya 5 WTA,3321063,0.5691906005221932
0,Hard,0.42258023547075585,0.4545454545454546,0.4717779462349122,0.4692551241459757,1.0,0.40631823195441163,1.0,,0.0,-0.0,0.4487936047207287,0.43355880455335993,Ren Yufei,Shubladze Alexandra,2026-09-13,wta-single,Guiyang ITF,3321539,0.19793459552495707
1,Indoors,0.5577187413291527,0.3,0.21652595901813892,0.26666666666666666,0.75,0.3172697957721247,0.45,,0.0,3.0,0.41462499684696463,0.4042922891611215,Donnet Etienne,Hodkin Sean,2026-09-16,atp-single,Futures 2026,3325063,0.6552567237163813
0,Clay,0.4766504746340059,0.0,0.0,0.0,0.825,0.0,0.95,,0.0,-0.0,0.1687258317288517,0.16157643207932415,Estogero Kidlat,Lagarrigue Florent,2026-09-13,atp-single,Futures 2026,3322129,
0,,0.4662550479471299,0.4444444444444444,0.46627665979161026,0.5038659793814433,1.0,0.5038659793814433,1.0,0.33333333333333337,0.125,-3.0,0.44152182392433914,0.44298059321179195,Michalik Radovan,Belkovics Achilles,2026-09-20,atp-single,UTR Pro Tennis Series 5,3327951,0.39682539682539675
1,Clay,0.4833537987480526,0.5625,0.49854619309961073,0.6063100137174211,1.0,0.686561452106721,1.0,0.6875,0.15000000000000002,0.0,0.5507212708218246,0.5624083949061538,Regas Luis Noah,Goldberg Alviani Nicolas Rafael,2026-09-20,atp-single,Futures 2026,3327600,
1,Hard,0.5505102572168219,0.49606299212598426,0.49866445609876126,0.5081967213114754,1.0,0.6105365075748945,1.0,0.6332104314126544,0.5,3.0,0.5482566568847606,0.5946618390276586,Sabalenka Aryna,Pegula Jessica,2026-09-11,wta-single,US Open,3320077,0.6299019607843138
1,Hard,0.48327556473165584,0.4666666666666667,0.4791733263108872,0.5203716940671909,1.0,0.5622000386183922,1.0,,0.0,0.0,0.4901046418218378,0.5082163098869784,Huang Yujia,Wang Jiaqi,2026-09-09,wta-single,Guiyang ITF,3318217,0.5403225806451611
0,,0.2388920659775835,0.64,0.6947885456153852,0.4690265486725663,1.0,0.4690265486725663,1.0,0.3571428571428571,0.1,-0.0,0.44930620488338324,0.46400691805800665,Watt James,Shimabukuro Sho,2026-09-19,atp-single,Davis Cup,3326509,0.2293233082706767
0,,,0.33333333333333337,0.38463775710861126,,0.0,,0.0,,0.0,-0.0,0.33333333333333337,0.38463775710861126,Morgan Ryan,Olivier de Sardan Jean-Karim,2026-09-21,atp-single,UTR Pro Tennis Series 3,3329099,0.24795081967213106
0,Hard,0.5121951219512195,0.23728813559322037,0.21192144252558598,0.18604651162790686,0.975,0.126027397260274,0.35,,0.0,-0.0,0.31290037189299136,0.3269047461778305,Abduraufov Samin,Vanta Valentin,2026-09-13,atp-single,Futures 2026,3322407,
1,Hard,0.5089809636052988,0.48387096774193555,0.4814566541260249,0.44680851063829796,0.85,0.32258064516129037,0.7,,0.0,0.0,0.48162777732975004,0.45046076642378774,Eriksson Alexander,Guzauskas Gabrielius,2026-09-21,atp-single,Futures 2026,3328963,
1,Hard,0.5791608368995804,0.6511627906976745,0.6342335879123522,0.5909090909090908,0.65,0.7256944444444444,0.95,,0.0,-3.0,0.5792130327125147,0.6150183549268321,Haddad Imogen,Ben Ezzedine Meriem,2026-09-10,wta-single,Monastir 49 ITF,3320517,0.8020477815699659
0,Clay,0.45700895837523303,0.4666666666666667,0.46291175412018004,0.4106939704209329,1.0,0.27377521613832856,1.0,,0.0,3.0,0.47478986515427757,0.427898642877914,Miletich Iannis,Ahouda Walid,2026-09-11,atp-single,Futures 2026,3321075,0.44800000000000006
1,Hard,0.6544698808181407,0.4666666666666667,0.43927983778684393,0.47601476014760147,1.0,0.4172211350293543,1.0,,0.0,3.0,0.562383769210803,0.5336569512114464,Kuzmova Katarina (2001),Lizunova Anastasia,2026-09-17,wta-single,Hurghada 11 ITF,3325795,0.7326315789473684
0,Hard,0.4748147057685209,0.41666666666666663,0.39912192466032115,0.4444444444444444,1.0,0.3799743260590501,1.0,,0.0,-0.0,0.44530860562654395,0.41797031882929747,Marques Diogo,Tailleu Pierre Antoine,2026-09-14,atp-single,Futures 2026,3324089,
1,Clay,0.5156998746008782,0.5,0.49259833640391815,0.5283842794759825,1.0,0.5149933177413967,1.0,0.2857142857142857,0.1875,0.0,0.5146947180256202,0.49470210425650873,Marti Pujolras Alex,Sakellaridis Dimitris,2026-09-14,atp-single,Biella challenger,3322915,0.6461916461916463
1,Hard,,0.6428571428571429,0.6113909478566987,0.5714285714285715,0.5,0.6666666666666666,0.85,,0.0,-3.0,0.589047619047619,0.6067878997423597,Charrier Amahee,Ben Ezzedine Meriem,2026-09-15,wta-single,Monastir 50 ITF,3324139,0.7383966244725738
0,Hard,,0.19999999999999996,0.1660503729107845,0.33333333333333337,0.375,0.3177570093457943,0.65,,0.0,-0.0,0.23636363636363633,0.22581359332457618,Mintz Zachary,Synii Nikita,2026-09-13,atp-single,Futures 2026,3321997,
1,Hard,0.3292720795063809,0.4615384615384615,0.4690997709353464,0.4087193460490463,1.0,0.22234156820622977,1.0,,0.0,0.0,0.3998432956979629,0.34023780621598565,Betova Margarita,Guth Mara,2026-09-16,wta-single,Hurghada 11 ITF,3323919,0.3269689737470167
1,Hard,0.5478769861093722,0.39024390243902446,0.41098779874693997,0.5432300163132137,1.0,0.7225615075902982,1.0,,0.0,3.0,0.5237836349538701,0.5904754308155368,Corbinais Sven,Lefevre Renaud,2026-09-15,atp-single,Futures 2026,3324075,0.774378585086042
0,Clay,0.48604656845751915,0.18181818181818177,0.24723451096149685,0.37864077669902907,1.0,0.30343007915567277,1.0,,0.0,-0.0,0.3488351756582433,0.345570386191563,Ignatov Ilya,Ferri Lorenzo,2026-09-14,atp-single,Futures 2026,3322885,0.17582417582417587
0,Clay,0.37259392196649144,0.4285714285714286,0.4851252088820539,0.40764331210191074,1.0,0.3559953247467571,1.0,,0.0,-3.0,0.3729362208799436,0.3745714851984341,Gomez Victoria,Cortez Llorca Lucia,2026-09-08,wta-single,Reus ITF,3319057,0.13788659793814428
0,Clay,0.5141065250241881,0.3999999999999999,0.44370464438201085,0.4610951008645533,1.0,0.531691985332635,0.85,,0.0,-0.0,0.4584005419629138,0.49464889717155747,Tumbas Kajgo Kristian,Osminkin Vladimir,2026-09-21,atp-single,Futures 2026,3328799,
0,,0.25954652378109777,0.16666666666666674,0.1446887656447673,0.3501170960187353,1.0,0.3501170960187353,1.0,,0.0,-0.0,0.25877676215549983,0.2514507951482,Guillen Meza Alvaro,Fery Arthur,2026-09-19,atp-single,Davis Cup,3326603,0.10076775431861806
1,Clay,0.6301430608189663,0.47368421052631576,0.4688970370847887,0.42416452442159386,1.0,0.335195530726257,1.0,,0.0,0.0,0.5093305985889587,0.4780785428766707,Cinalli Luna Maria,Corbalan Miranda Ambar,2026-09-09,wta-single,Pilar ITF,3319333,0.9315718157181572
0,Hard,0.3743473708194138,0.33333333333333337,0.275608661505666,0.46875,1.0,0.3600000000000001,1.0,,0.0,-0.0,0.39214356805091566,0.3366520107750267,Heidlmair Maximilian,Krajci Michal,2026-09-09,atp-single,Futures 2026,3318115,0.06597671410090566
1,Hard,,0.391304347826087,0.44923533482729766,0.5,0.625,0.5,1.0,,0.0,0.0,0.4331103678929766,0.47461766741364886,Varaksa Daniil,Loukopoulos Konstantinos,2026-09-20,atp-single,Futures 2026,3327644,
0,Clay,0.5567288298105204,0.46153846153846156,0.45339793868590106,0.415506958250497,1.0,0.4064398780847507,1.0,0.6875,0.15000000000000002,3.0,0.507924749866493,0.5124417925654515,Dickerson Ryan,Goncalves Ceolin Joao Vitor,2026-09-11,atp-single,Futures 2026,3321069,0.43882978723404253
0,Clay,0.42442795181623794,0.30000000000000004,0.3473486568563532,0.4123222748815166,1.0,0.1822171990885736,1.0,,0.0,-0.0,0.37891674223258487,0.3179979359203883,Melnic Vladislav,Kivattsev Kirill,2026-09-09,atp-single,Futures 2026,3318463,0.2145454545454546
1,Hard,0.4409253072095613,0.4285714285714286,0.4864176096059661,0.475,0.65,0.4286892003297608,1.0,,0.0,-3.0,0.41462140972867545,0.42201070571509613,Cheishvili Alexandra,Rao Sandeepti Singh,2026-09-21,wta-single,Monastir 51 ITF,3329041,
0,Hard,0.417093755737567,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,-0.0,0.1390312519125224,0.1390312519125224,Matsui Toshihide,Oh Chan-Yeong,2026-09-09,atp-single,Futures 2026,3318011,0.15034482758620693
1,,0.5188390366928302,0.5454545454545454,0.5755975362744029,0.5301606547438618,1.0,0.5301606547438618,1.0,,0.0,0.0,0.5314847456304125,0.5415324092370316,Artnak Bor,Vales Amit,2026-09-18,atp-single,Davis Cup,3326095,0.7520000000000001
1,Hard,0.6194263962898745,0.3684210526315789,0.4165071007542535,0.39173014145810664,1.0,0.3763733764322449,1.0,,0.0,0.0,0.4598591967931867,0.4707689578254577,Maestrelli Francesco,Ayeni Alafia,2026-09-09,atp-single,Istanbul challenger,3319499,0.7316561844863733
1,Hard,,0.4,0.3727168586520715,0.4936708860759494,0.525,0.4402985074626866,0.95,,0.0,6.0,0.49224735422286786,0.4656412516623712,Ben Ezzedine Meriem,Safi Meshkatolzahra,2026-09-09,wta-single,Monastir 49 ITF,3319723,0.30593607305936077
0,Hard,0.4515762546880623,0.4375,0.4819813711751264,0.2752941176470588,1.0,0.23761263843349456,0.75,,0.0,-3.0,0.35812345744504037,0.37427894715938537,De Keulenaer Henry,Lanik Tomas,2026-09-21,atp-single,Futures 2026,3328416,0.1361916771752838
0,Clay,0.3758305060755256,0.509090909090909,0.5027805106066405,0.4948453608247423,1.0,0.5861973921339977,1.0,,0.0,-0.0,0.4599222586637256,0.48826946960538786,Ebeling Koning Loes,Yaneva Elizara,2026-09-19,wta-single,Pazardzhik ITF,3326569,0.39896373056994827
1,,0.49678443292769653,0.0,0.0,0.5681818181818181,0.6,0.5681818181818181,0.6,,0.0,0.0,0.32218981686030285,0.32218981686030285,Stanke Cedric,Lootsma Niels,2026-09-14,atp-single,UTR Pro Tennis Series 5,3323853,0.3181818181818182
0,Hard,0.5169367042673907,0.41666666666666663,0.39862875154474187,0.44840689856767035,1.0,0.6337428939227789,1.0,0.6428571428571428,0.1,-0.0,0.4606700898339092,0.5205142142002019,Salkova Dominika,Riera Julia,2026-09-09,wta-single,Barranquilla,3317865,0.5829015544041452
1,Hard,0.4406939171117034,0.5714285714285715,0.5460566149896163,0.43661971830985913,1.0,0.3351322339686933,1.0,0.6875,0.15000000000000002,0.0,0.4829140689500447,0.4523834178000042,Jones Maximus,Bax Florent,2026-09-08,atp-single,Phan Thiet 3 challenger,3315317,0.510752688172043
0,Clay,0.47245885503255725,0.36842105263157887,0.3219844915861725,0.3349753694581281,0.8,0.2346041055718474,1.0,,0.0,-0.0,0.3960215011537994,0.34301581739685905,Maslenkova Milana,Craciun Georgia Andreea,2026-09-08,wta-single,Campulung ITF,3318629,0.09321266968325792
1,Hard,0.44477077499521994,0.7619047619047619,0.8484165519775148,0.599078341013825,1.0,0.7271380186282812,1.0,,0.0,0.0,0.6019179593046022,0.6734417818670053,Tupitsyna Ekaterina,Samir Sandra,2026-09-16,wta-single,Hurghada 11 ITF,3323921,0.7303609341825902
0,Indoors,0.350274173561954,0.4,0.42882392142091386,0.4744787922358016,1.0,0.3497373434162674,1.0,,0.0,-3.0,0.3782509885992519,0.34627847946637835,Vasilev Alexander,Chidekh Clement,2026-09-11,atp-single,Futures 2026,3321073,0.1523545706371191
0,Hard,0.4761985825092595,0.3999999999999999,0.4040889947929285,0.4184168012924071,1.0,0.4049418604651164,1.0,,0.0,-0.0,0.4315384612672223,0.4284098125891015,Nouchakis Georgios,Brancatelli Gabriele Thomas,2026-09-08,atp-single,Futures 2026,3318089,0.3500000000000001
1,Clay,0.6206760357160401,0.4444444444444445,0.366903755964978,0.48484848484848486,1.0,0.5904091509018918,1.0,,0.0,0.0,0.5166563216696565,0.5259963141943033,Sucha Amy,Wrobel Maja,2026-09-09,wta-single,Radom ITF,3319089,0.8338323353293413
0,Clay,0.49101903639470124,0.5263157894736843,0.5547058513175239,0.5756256800870512,1.0,0.6507859640089169,1.0,,0.0,-0.0,0.5309868353184788,0.5655036172403807,Font Oriol,Campos Perez Guillem,2026-09-20,atp-single,Futures 2026,3327570,
0,Hard,0.5538347614162374,0.33333333333333337,0.3459248359637571,0.4830275229357799,1.0,0.32562179301202865,1.0,,0.0,-0.0,0.4567318725617836,0.4084604634640078,Colby Ryan,Murgett Finn,2026-09-10,atp-single,Futures 2026,3320463,0.5336927223719676
1,,0.4878048780487805,0.3103448275862069,0.4396432000170556,,0.0,,0.0,,0.0,-3.0,0.36907485281749364,0.433724039032918,Stanke Cedric,Sabanin Yan,2026-09-19,atp-single,UTR Pro Tennis Series 5,3326859,
0,Clay,0.35977525015625467,0.4838709677419355,0.48751888445949154,0.4367666232073012,1.0,0.2864802962649249,1.0,0.43204517049539337,0.03932160000000001,-0.0,0.42680428036849716,0.3786249991632419,Moro Canas Alejandro,Diaz Acosta Facundo,2026-09-09,atp-single,Sevilla challenger,3319195,0.29555555555555557
1,Hard,0.5443648860279693,0.4,0.3947885085636379,0.37533368926855315,1.0,0.22013201320132003,1.0,0.3333333333333333,0.125,0.0,0.43989952509884084,0.38430466382707,Rocha Francisco,Penzlin Julien,2026-09-08,atp-single,Futures 2026,3318939,0.6942528735632183
1,Hard,0.5019127192594124,0.391304347826087,0.4583211442506172,0.5017421602787456,0.925,0.47055540050237243,1.0,,0.0,0.0,0.46404395396353476,0.4769297546708007,Ogunsakin Oluwaseun Peter,Cossu Milledge,2026-09-15,atp-single,Futures 2026,3324291,0.6791569086651054
0,Hard,0.517286217877263,0.47058823529411764,0.4822755102328683,0.3820224719101124,0.675,0.12195121951219501,0.2,,0.0,-0.0,0.4656970548451239,0.4654327145511684,McNeil Christasha,Malmkjaer Emma Kamper,2026-09-21,wta-single,Berkeley ITF,3329278,0.5989583333333334
0,,,0.0,0.0,,0.0,,0.0,,0.0,-3.0,0.0,0.0,Golden Jacob,Gaztambide Arrastia Iker,2026-09-15,atp-single,UTR Pro Tennis Series 3,3324711,0.23529411764705888
0,Hard,0.3636255160897789,0.5,0.4812978070762023,0.632051282051282,1.0,0.7977147693609818,1.0,,0.0,-0.0,0.4985589327136869,0.547546030842321,Miyoshi Kenta (2004),Peliwo Filip,2026-09-10,atp-single,Phan Thiet 3 challenger,3319521,0.8509485094850948
1,Clay,,0.851063829787234,0.8062042637624603,0.7159090909090909,1.0,0.8042255661954705,1.0,,0.0,0.0,0.7834864603481625,0.8052149149789654,Paris Serena,Pavel Angelina Maria Irene,2026-09-20,wta-single,Constanta ITF,3328444,
0,Clay,0.5129783267835724,0.41666666666666663,0.43381715442167446,0.5157490396927016,1.0,0.509790706242867,1.0,0.5849933598937583,0.05120000000000001,-0.0,0.48179801104764686,0.4871977738183909,Wiedenmann Luca,Iannaccone Federico,2026-09-13,atp-single,Biella challenger,3321877,0.30892448512585824
0,Clay,0.48079269384285406,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,-0.0,0.16026423128095135,0.16026423128095135,Ghazaryan Avetik,Valle Federico,2026-09-21,atp-single,Futures 2026,3328797,
1,Hard,0.49349332208921176,0.40298507462686567,0.36403344233528245,0.45251396648044695,1.0,0.4440461967343688,1.0,,0.0,0.0,0.4496641210655081,0.433857653719621,Ma Lea,Zavatska Katarina,2026-09-12,wta-single,Guadalajara 2 WTA,3322245,0.43271767810026385
0,,,0.4,0.3947885085636379,0.4239401496259352,0.95,0.4239401496259352,0.95,,0.0,3.0,0.44166314981776333,0.4389905901068083,Morega David - Ioan,Brignacca Andrea,2026-09-15,atp-single,UTR Pro Tennis Series 5,3324697,0.31818181818181823
0,Hard,,0.1923076923076924,0.18696364202800675,0.3275862068965517,0.625,0.18339100346020765,0.95,,0.0,-0.0,0.24433789022648444,0.18522312580266875,Boniel Nathan,Braund Alec,2026-09-17,atp-single,UTR Pro Tennis Series,3323107,0.22796934865900387
0,Clay,0.4980672744418929,0.625,0.6630869108932238,0.5,0.95,0.5,1.0,,0.0,-6.0,0.4817177201497942,0.4937180617783723,Allen Kolie,Pistola Ilary,2026-09-16,wta-single,Santa Margherita Di Pula 11 ITF,3325083,0.2828947368421053
1,Hard,0.4838400308021543,0.588235294117647,0.5784132873406322,0.6031183557760453,1.0,0.6861755853053412,1.0,,0.0,-6.0,0.49839789356528214,0.5228096344827091,Rapolu Malaika,Werner Caroline,2026-09-15,wta-single,Caldas da Rainha,3323957,0.6454767726161369
1,Clay,0.5987443672624932,0.6000000000000001,0.5881357531651829,0.5202797202797202,1.0,0.5574397773719454,1.0,,0.0,0.0,0.5730080291807379,0.5814399659332072,Jong Sander,Gallego Juan Ignacio,2026-09-10,atp-single,Futures 2026,3320491,0.88268156424581
0,,0.4910158670878496,0.6153846153846154,0.5659423829802634,0.5757575757575758,0.825,0.5757575757575758,0.825,,0.0,3.0,0.5897877814061824,0.5722861062188012,Miroshnichenko Veronica,Fakih Kate,2026-09-13,wta-single,UTR Pro Match Series,3322331,0.8031088082901555
0,Hard,0.37103565667194016,0.625,0.6152748666623419,0.48,1.0,0.49975938402309916,1.0,,0.0,-6.0,0.4320118855573134,0.43535663578579387,Roots Andrea,Petretic Laia,2026-09-09,wta-single,Hurghada 10 ITF,3319705,0.0685944855413585
0,,,0.4444444444444444,0.46214743650752643,,0.0,,0.0,,0.0,-0.0,0.4444444444444444,0.46214743650752643,Hendricks Frankee,Gilbert Ariana,2026-09-12,wta-single,UTR Pro Match Series,3321687,0.14893617021276606
0,Clay,,,,,0.0,,0.0,,0.0,-0.0,,,Berka Milan,Mares Vojtech,2026-09-20,atp-single,Futures 2026,3327504,
0,Hard,0.5204535958821785,0.3478260869565216,0.33438995230855406,0.4772727272727273,1.0,0.428488490231937,1.0,,0.0,6.0,0.5085174700371424,0.48777734614088986,Tanner Gian Luca,Murgett Finn,2026-09-16,atp-single,Futures 2026,3324825,0.2934537246049661
0,,0.5108595836469687,0.33333333333333337,0.2736125150019074,0.4787234042553191,0.55,0.4787234042553191,0.55,,0.0,3.0,0.4643101134591089,0.44089018470168695,Saner Julita,Ozerova Anna,2026-09-18,wta-single,UTR Pro Tennis Series 5,3326327,0.6981566820276497
1,Clay,0.537619163477834,0.5,0.5087580617162789,0.5291338582677165,1.0,0.5686007670419398,1.0,,0.0,0.0,0.5222510072485168,0.5383259974120175,Estevez Josefina,Dourado Zimermman Jennifer Rosa,2026-09-18,wta-single,Sao Luis do Maranhao ITF,3326237,0.8976377952755905
1,Clay,0.6106079151683668,0.6923076923076923,0.6791333554554441,0.5465587044534413,1.0,0.5938849948733463,1.0,,0.0,0.0,0.6164914373098335,0.6278754218323858,Chiesa Enola,Dvorackova Anna,2026-09-10,wta-single,Radom ITF,3320527,0.6984126984126984
