p1_won,surface,rank_p,form_old_p,form_new_p,career_p,career_conf,surface_p,surface_conf,h2h_p,h2h_w,fatigue_pp,model_old,model_new,p1_name,p2_name,date,tour_type,tournament,match_id,market_p
1,,0.5642276961933455,0.391304347826087,0.4104831366963484,,0.0,,0.0,0.6019108280254777,0.06400000000000002,0.0,0.4777660220097162,0.4909075222302929,Brumm Jacob,Chinlund Cassius,2026-09-08,atp-single,UTR Pro Tennis Series 3,3316625,0.2584033613445378
1,Clay,0.6693603685064302,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.8897867895021433,0.8897867895021433,Ferrari Gianmarco,Carpano Cesare,2026-09-13,atp-single,Biella challenger,3321873,0.9465042372881356
1,Indoors,0.5524096272652615,0.5714285714285715,0.5935676326455407,0.6060606060606061,1.0,0.7527733755942948,0.45,,0.0,0.0,0.5766329349181464,0.6060103179298917,McHugh Aidan,Rejchtman Vinciguerra William,2026-09-17,atp-single,Futures 2026,3325789,0.7696737044145873
0,Hard,0.3868460414384227,0.5544554455445545,0.5694121935212098,0.49750178443968596,1.0,0.5885088919288645,1.0,,0.0,-0.0,0.47960109047422106,0.5149223756294989,Vrba Jakub,Johnson Spencer,2026-09-21,atp-single,San Diego 2 challenger,3329154,0.20490367775831864
0,Hard,0.5125078222809106,0.46153846153846156,0.5081852375231874,0.36363636363636365,1.0,0.14864242982052467,1.0,,0.0,-0.0,0.4458942158185786,0.38977849654154095,Katsumi Nanari,Dmitrichenko Yekaterina,2026-09-18,wta-single,Monastir 50 ITF,3326175,0.2615062761506275
0,,,0.0,0.0,,0.0,,0.0,,0.0,-3.0,0.0,0.0,Durrels Rojo Bautista,Maftei Mihnea,2026-09-20,atp-single,UTR Pro Tennis Series 3,3327069,0.41333333333333333
1,Hard,0.676744422239109,0.6585365853658537,0.7783280433916104,0.6829268292682926,1.0,0.701453957996769,1.0,0.2802690582959641,0.19600000000000004,0.0,0.6727359456244185,0.6919459196037226,Ma Yexin,Zhao Carol,2026-09-19,wta-single,Seoul WTA,3326655,0.701123595505618
0,Indoors,0.49511498668400344,0.625,0.6789808616583981,0.519350811485643,1.0,0.6106442577030813,1.0,,0.0,-3.0,0.5164885993898821,0.5649133686818276,Schoenhaus Max,Martineau Matteo,2026-09-16,atp-single,Rennes challenger,3324021,0.645476772616137
0,Clay,,0.0,0.0,,0.0,,0.0,,0.0,-0.0,0.0,0.0,Sarishvili Leon Giorgi,Urankar Vaal,2026-09-21,atp-single,Futures 2026,3328795,
1,,,0.3076923076923077,0.2747928381122751,,0.0,,0.0,,0.0,3.0,0.33769230769230774,0.3047928381122751,Papazian Tiffany,Mar Tricia,2026-09-17,wta-single,UTR Pro Match Series,3325361,0.338235294117647
1,,,0.5882352941176471,0.5547999223305757,,0.0,,0.0,,0.0,0.0,0.5882352941176471,0.5547999223305757,Puvill Martina,Papazian Tiffany,2026-09-16,wta-single,UTR Pro Match Series,3325979,
0,Hard,0.43608108748071694,0.3571428571428572,0.3677953363549057,0.4565217391304348,0.65,0.4375655823714586,0.5,,0.0,-0.0,0.4113068207767384,0.4090636860085407,Tauber Benjamin,Baker Blu,2026-09-14,atp-single,Futures 2026,3323287,
1,Hard,0.5921562064694262,0.5192307692307693,0.5071639215634773,0.5217391304347826,1.0,0.6503765175964346,1.0,,0.0,0.0,0.5443753687116594,0.5832322152097794,Barsukov Nikolai,Jin Yuquan,2026-09-15,atp-single,Futures 2026,3323881,0.791814946619217
1,,0.5677788972015928,0.6666666666666666,0.6764451145356559,,0.0,,0.0,,0.0,-3.0,0.5872227819341297,0.5921120058686243,Pernas Thiago Agustin,Schneider Vaclav,2026-09-17,atp-single,UTR Pro Tennis Series 5,3325821,0.5179063360881543
0,,0.44740071093019107,0.5,0.5227617602427921,0.5373831775700935,0.8,0.5373831775700935,0.8,,0.0,-0.0,0.49189544749509495,0.5000246475818063,Jindacek Jiri,Belkovics Achilles,2026-09-14,atp-single,UTR Pro Tennis Series 5,3323801,0.4545454545454546
0,Clay,0.41938615689419545,0.6447368421052632,0.6385548237385431,0.5977722772277227,1.0,0.8390557939914163,1.0,0.3378378378378377,0.12000000000000002,-3.0,0.5239650920757272,0.5910055497322741,Geerlings Ariana,Mintegi Del Olmo Ane,2026-09-15,wta-single,Valencia WTA,3322947,0.5691906005221933
1,Hard,0.5973128329047888,0.5454545454545454,0.4860135027420426,0.489795918367347,1.0,0.3872679045092839,1.0,,0.0,3.0,0.5741877655755604,0.5201980800520384,Koyama Hiromasa,Shao Zichen,2026-09-10,atp-single,Futures 2026,3320285,0.7943760984182776
0,Hard,0.4891025745112598,,,0.3587443946188341,0.825,0.2953020134228188,1.0,,0.0,-0.0,0.43017353428591665,0.3922022939670393,Vilaca Tomas,St-Hilaire Maxime,2026-09-14,atp-single,Futures 2026,3322873,
1,Hard,0.5489894860952235,0.588235294117647,0.5639378478812175,0.557037037037037,1.0,0.6604731416304729,1.0,0.7142857142857143,0.1875,0.0,0.5647539390833025,0.5983777402464268,Bertimon Charles,Gretskiy Ivan,2026-09-18,atp-single,Futures 2026,3326071,0.6306532663316583
1,Clay,0.47227271780798796,0.47368421052631576,0.4518565523374134,0.4936708860759493,1.0,0.5022570366436537,1.0,0.4394618834080718,0.3075,0.0,0.479875938136751,0.4721151431404496,Oradini Giovanni,Basile Pierluigi,2026-09-21,atp-single,Genoa 2 challenger,3328703,0.35207823960880197
1,Clay,0.4807406984078602,0.6428571428571428,0.633381502394587,0.5122440786832597,1.0,0.562512866139809,1.0,,0.0,0.0,0.5452806399827542,0.5588783556474187,Lombardini Marta,Turini Viola,2026-09-18,wta-single,Santa Margherita Di Pula 11 ITF,3326087,0.4837837837837838
1,,0.4642673161916939,0.42857142857142855,0.4349858193399167,0.36538461538461536,0.625,0.36538461538461536,0.625,,0.0,0.0,0.4271253826203837,0.4295689600559982,Zhu Julia,Soulie Alice,2026-09-10,wta-single,UTR Pro Match Series,3320645,0.41269841269841273
0,Hard,0.4798583907183235,0.4155844155844156,0.4923315059652177,0.4405594405594405,0.625,0.3385548256695301,0.25,,0.0,-0.0,0.446016173962815,0.4697016013781883,Jarvis Reid,Craig Corey,2026-09-21,atp-single,Futures 2026,3329180,
0,Hard,,0.0,0.0,0.0,0.3,0.0,0.35,,0.0,-0.0,0.0,0.0,Hristov Bianca,Fannin Lala,2026-09-19,wta-single,UTR Pro Tennis Series,3328377,
1,Clay,0.36984972133340344,0.5333333333333333,0.5665470075333393,0.5072243346007604,1.0,0.5648322736242053,1.0,,0.0,-3.0,0.440135796422499,0.47040966749698265,Rojas Carles,De Krom Michiel,2026-09-16,atp-single,Futures 2026,3325057,0.1141304347826087
0,Clay,,0.6399999999999999,0.5962770654398957,0.5128205128205128,0.525,0.5538847117794486,0.9,,0.0,-0.0,0.5962168978562421,0.5761964768638944,Gasparini Carolina,Dimitrova Daniella,2026-09-21,wta-single,Constanta ITF,3329019,
1,Hard,0.5112931967660317,0.47368421052631576,0.48841554509710233,0.5173501577287066,1.0,0.37860268598159047,1.0,,0.0,0.0,0.500775855007018,0.4594371426149082,Willwerth Benjamin,Bilardo Jacopo,2026-09-19,atp-single,Futures 2026,3326691,0.711453744493392
0,Hard,0.4238277875622519,1.0,1.0,0.4512650352550809,1.0,0.328405875193703,1.0,,0.0,-0.0,0.625030940939111,0.5840778875853183,Naito Yuki,Shubladze Alexandra,2026-09-08,wta-single,Guiyang ITF,3318213,0.30434782608695654
0,,,0.6,0.7168259380969153,0.3292682926829268,0.775,0.3292682926829268,0.775,,0.0,-0.0,0.48179319821367217,0.5476106281274273,Blanchar Alex,Jindacek Jiri,2026-09-19,atp-single,UTR Pro Tennis Series 5,3326841,0.5
0,Hard,0.6618652354833666,0.4444444444444444,0.4639906159224071,0.5102040816326532,1.0,0.5747126436781609,1.0,0.7142857142857143,0.1875,-0.0,0.5388379205201548,0.5755284914549039,Borg Leo,Chang Alexander,2026-09-10,atp-single,Futures 2026,3319419,0.6075
0,,0.5344966675274527,0.5,0.45220936719652005,0.5217391304347826,0.6,0.5217391304347826,0.6,,0.0,-0.0,0.518284671457047,0.49990365884032395,Gubi Trisztan,Goldsteiner Peter,2026-09-18,atp-single,UTR Pro Tennis Series 5,3326281,0.5810810810810811
1,Hard,0.46104821480107794,0.5744680851063829,0.5453483403446284,0.4862647163753121,1.0,0.5218902770233568,1.0,,0.0,3.0,0.5372603387609244,0.5394289440563543,Pacheco Mendez Rodrigo,Kouame Moise,2026-09-19,atp-single,Phan Thiet 4 challenger,3326501,0.44708994708994704
1,Indoors,0.62183786205948,0.7826086956521741,0.7819827612552421,0.43723554301833567,1.0,0.44418758256274765,0.25,0.6428571428571429,0.1,0.0,0.6138940335766633,0.6719800992515418,Schoolkate Tristan,Gengel Marek,2026-09-16,atp-single,Rennes challenger,3322157,0.7544554455445545
1,Hard,0.5056244334903333,0.6521739130434783,0.6633322766025475,0.37037037037037035,0.5,0.0,0.7,,0.0,0.0,0.5371934126875987,0.4329469296640298,Amadike Chetanna,Sibanda Mehluli Don Ayanda,2026-09-13,atp-single,Futures 2026,3322037,
0,,0.5121951219512195,0.42352941176470593,0.4242981810962819,0.4444444444444444,0.3,0.4444444444444444,0.3,,0.0,-0.0,0.4648077682822863,0.46514201581775416,Duran Diego (2004),Kopilevich Dmitry,2026-09-12,atp-single,UTR Pro Tennis Series 3,3321417,0.42627345844504017
0,Clay,0.43451542586993364,0.47058823529411764,0.5161991068164685,0.4755618979664644,1.0,0.3670387393302692,1.0,0.3125,0.15000000000000002,-0.0,0.46022185304350527,0.43321532444973687,Mazzola Filippo,Weis Alexander,2026-09-15,atp-single,Futures 2026,3322803,0.21223021582733814
0,Clay,0.47891534482538567,0.33333333333333337,0.34283310221790686,0.5109170305676856,1.0,0.5091009376723663,1.0,,0.0,-0.0,0.44105523624213483,0.4436164615718863,Mintegi Del Olmo Ane,Herrero Linana Alicia,2026-09-10,wta-single,Antalya 5 WTA,3319771,0.5917312661498708
1,Hard,0.4878048780487805,0.6,0.592977722656878,0.6055776892430279,1.0,0.634853806610686,1.0,,0.0,0.0,0.5644608557639361,0.5718788024387815,Deflandre Leo,Matic Dominik,2026-09-14,atp-single,Futures 2026,3322841,
1,Hard,0.5328227782654815,0.4716981132075472,0.46751503139082545,0.491725768321513,1.0,0.47698647177732867,1.0,,0.0,0.0,0.49874888659818056,0.4924414271445452,Lee Ha Eum,Uemura Mutsumi,2026-09-10,wta-single,Yeongwol 2 ITF,3319441,
1,Hard,0.528190914432668,0.5294117647058824,0.489715839262928,0.3846153846153846,0.425,0.4588235294117647,0.45,,0.0,0.0,0.503531636123748,0.49974585384934284,Alvarado Patricio,Ngounoue Carel Aubriel,2026-09-21,atp-single,Futures 2026,3329202,
0,Clay,0.4678758572917683,0.564516129032258,0.5945543288861435,0.6024096385542168,1.0,0.6903765690376569,1.0,,0.0,-3.0,0.5149338749594143,0.5542689184051895,Ferri Lorenzo,Bessonov Dmitry,2026-09-16,atp-single,Futures 2026,3324443,0.5388739946380696
0,Indoors,0.4997502496879369,0.4285714285714286,0.4135944429419012,0.49295774647887325,0.9,0.37652859960552276,0.75,0.2857142857142857,0.1875,3.0,0.5030978103759832,0.455297896478437,Ngijol Carre Pierre,Boutleux Noah,2026-09-14,atp-single,Futures 2026,3322763,0.2970521541950113
0,Clay,0.5432908607003428,0.5,0.4894472892371253,0.47003493684493414,1.0,0.41025120607016297,1.0,0.4679862798342146,0.30976000000000004,-0.0,0.5044419325150924,0.4797788317125947,Travaglia Stefano,Monteiro Thiago,2026-09-14,atp-single,Szczecin challenger,3321895,0.4772117962466488
1,,0.7134654000773565,0.5844155844155844,0.5821825551579562,0.6098597535061624,1.0,0.6098597535061624,1.0,0.5909090909090908,0.30000000000000004,3.0,0.6659135793330344,0.6611455866709706,Auger Aliassime Felix,Rinderknech Arthur,2026-09-19,atp-single,Davis Cup,3326677,0.7070484581497797
0,Hard,0.43662258051378966,0.36363636363636365,0.374823489016897,0.43800582712852054,1.0,0.2790898378207426,1.0,0.3125,0.15000000000000002,-0.0,0.4127549237595579,0.3610828277306124,Santillan Akira,Kotov Pavel,2026-09-16,atp-single,Guangzhou 2 challenger,3324941,0.25100401606425704
0,Hard,,0.6086956521739131,0.5683616028245136,0.47619047619047616,0.425,0.44805194805194803,0.75,,0.0,-0.0,0.5691765645999055,0.5168003222076998,Kartsev Anton,Sachdev Rohan,2026-09-14,atp-single,Futures 2026,3322829,
0,Hard,0.3792173177977064,0.3913043478260869,0.37878057439684953,0.4956521739130435,1.0,0.49853200234879624,1.0,0.3125,0.15000000000000002,-0.0,0.422057946512279,0.4137793316010643,Wang Jiayi,Astakhova Darya,2026-09-09,wta-single,Guiyang ITF,3318205,0.22304832713754652
1,Hard,0.4310222199998889,0.5625,0.5520364857690758,0.5628299894403378,1.0,0.5766088046993597,1.0,0.638728323699422,0.09600000000000003,0.0,0.5187840698134089,0.5235741051496993,Haddad Imogen,Cirotte Astrid,2026-09-12,wta-single,Monastir 49 ITF,3321277,0.3897435897435897
0,,,0.30000000000000004,0.3450991875738928,,0.0,,0.0,,0.0,3.0,0.33000000000000007,0.3750991875738928,Avdeeva Valeria,Baranovska Alisa,2026-09-20,wta-single,UTR Pro Tennis Series 5,3327961,0.19310344827586212
1,Indoors,0.5112848729303381,0.6000000000000001,0.583531154221666,0.6481481481481481,1.0,0.5685078661029871,0.95,,0.0,0.0,0.5864776736928288,0.5542028813389294,Reco Alexandre,Donnet Etienne,2026-09-18,atp-single,Futures 2026,3326229,0.5989583333333333
0,Clay,0.4302579076944557,0.2727272727272727,0.322747876973943,0.489247311827957,1.0,0.45327091699736244,1.0,,0.0,-0.0,0.39741083074989514,0.40209223388858695,Berecoechea Nahia,Pace Francesca,2026-09-09,wta-single,Reus ITF,3319055,0.32464454976303314
1,,0.5830682117198116,0.4,0.4183154324477106,0.39915966386554624,0.8,0.39915966386554624,0.8,,0.0,0.0,0.4651414081472317,0.47168263402141397,Webb Stefani,Soulie Alice,2026-09-08,wta-single,UTR Pro Match Series,3317369,0.6617283950617284
1,,,0.6363636363636364,0.6385619163796141,1.0,0.175,1.0,0.175,,0.0,3.0,0.720522243713733,0.7223931203230759,Djakouris Constantinos,Tallakson Brayden,2026-09-18,atp-single,UTR Pro Tennis Series 3,3324729,0.7887067395264117
0,Clay,0.47497587798097773,0.5,0.6195307054905909,0.4736842105263158,1.0,0.26399026763990274,1.0,,0.0,-0.0,0.48288669616909796,0.4528322837038238,Melnic Vladislav,Klok Denys,2026-09-17,atp-single,Futures 2026,3324489,0.40364583333333337
0,,,0.30000000000000004,0.24547658793875993,,0.0,,0.0,,0.0,-0.0,0.30000000000000004,0.24547658793875993,Moore Emmie,Kennedy Joanna,2026-09-11,wta-single,UTR Pro Match Series,3320639,0.1576642335766424
1,Clay,0.4840112825953665,0.7377049180327869,0.6715438687016672,0.768,0.875,0.837372471809558,1.0,,0.0,3.0,0.6886838958706621,0.6943092077021972,Castro Leonel Cesar,Meneguetti Sidney Emanuel,2026-09-21,atp-single,Futures 2026,3329228,
0,Clay,0.47148651999734614,0.6086956521739131,0.5697494468661966,0.5774647887323943,1.0,0.7641221374045801,1.0,,0.0,-0.0,0.5525489869678846,0.6017860347560409,Zusman Richard,Battiston Alessandro,2026-09-20,atp-single,Futures 2026,3327542,
1,Clay,0.4701739645409055,0.6666666666666666,0.6174628221680295,0.4851258581235698,1.0,0.4713871966443623,1.0,,0.0,0.0,0.5406554964437139,0.5196746611177657,Barrena Alex,Kolar Zdenek,2026-09-11,atp-single,Tulln challenger,3320339,0.4368421052631579
0,Hard,0.4046999286183669,1.0,1.0,0.4867924528301888,1.0,0.41972920696324956,1.0,,0.0,-0.0,0.6304974604828519,0.6081430451938721,Ficovich Juan Pablo,Maestrelli Francesco,2026-09-08,atp-single,Istanbul challenger,3315843,0.3293838862559241
0,Hard,0.2393370193685299,0.4,0.44769657093610316,0.48551191242755964,1.0,0.3769854795827937,1.0,,0.0,-0.0,0.3749496439320299,0.35467302329580896,Tobon Miguel (2006),Butvilas Edas,2026-09-10,atp-single,Istanbul challenger,3319567,0.2576687116564418
1,Clay,0.586251190577484,0.49090909090909085,0.5811143284610644,0.6086956521739131,1.0,0.699663623258049,1.0,,0.0,0.0,0.5619519778868293,0.622343047432199,Taraba Wallberg Nellie,Michalkova Barbora,2026-09-20,wta-single,Plovdiv ITF,3327840,0.8325791855203619
0,Hard,0.478010989000347,0.31818181818181823,0.3261728951206122,0.47058823529411764,1.0,0.46614583333333337,1.0,,0.0,-0.0,0.4222603474920943,0.4234432391514309,Micic Elena,Gao Xinyu,2026-09-09,wta-single,Evora ITF,3318989,0.2277039848197343
1,Hard,0.521335576490176,0.6315789473684211,0.6676644859007755,0.6270096463022508,1.0,0.6466876971608834,1.0,,0.0,0.0,0.5933080567202826,0.6118959198506116,Heisnam Shanker,Lombisano Juan Ignacio,2026-09-20,atp-single,Futures 2026,3328011,
1,Clay,0.5428818646019403,1.0,1.0,1.0,1.0,1.0,0.95,,0.0,0.0,0.8476272882006467,0.8450446998650644,Garbero Filippo Francesco,Cossu Floris Paolo Emilio,2026-09-20,atp-single,Futures 2026,3327610,
1,Hard,0.3839374228680378,0.4,0.4236639711813885,0.5303867403314917,1.0,0.5932269365511873,1.0,,0.0,0.0,0.4381080543998432,0.4669427768668712,Purcell Max,Pacheco Mendez Rodrigo,2026-09-08,atp-single,Phan Thiet 3 challenger,3315331,0.5439999999999999
0,Hard,0.4442514007436389,,,,0.0,,0.0,,0.0,-0.0,0.4442514007436389,0.4442514007436389,Minor Gryffin,Abibsi Mohamed Ali,2026-09-20,atp-single,Futures 2026,3328021,
1,Indoors,,,,,0.0,,0.0,,0.0,0.0,,,Brady Conor,Richard Arthur,2026-09-13,atp-single,Futures 2026,3322065,
0,Hard,0.40687819885451115,0.42553191489361697,0.32828757354501603,0.4222222222222223,1.0,0.1775441410136469,1.0,,0.0,-0.0,0.41821077865678347,0.30423663780439136,Claverie Lorenzo,Baris Ozan,2026-09-13,atp-single,Tiburon challenger,3322519,0.2407045009784735
1,,0.5,0.4285714285714286,0.43442733223808955,0.39024390243902446,0.525,0.39024390243902446,0.525,,0.0,-3.0,0.4188908821195708,0.42121005188854554,Lootsma Niels,Hammes Tim,2026-09-17,atp-single,UTR Pro Tennis Series 5,3325835,0.5866666666666667
0,Hard,0.4800785849687944,0.3846153846153846,0.4174348439492006,0.3479752916952643,1.0,0.25052401495955046,1.0,,0.0,-0.0,0.4042230870931478,0.3826791479591818,Lemaitre Tiphanie,Bains Naiktha,2026-09-16,wta-single,Le Neubourg ITF,3324541,0.43617021276595747
0,Hard,0.4896405252602475,0.47058823529411764,0.515745166206562,0.506,1.0,0.5125319850787682,1.0,0.38249694002447976,0.07680000000000001,-0.0,0.4887429201847884,0.5028904841196884,Sawangkaew Mananchaya,Korneeva Alina,2026-09-21,wta-single,Seoul WTA,3326985,0.3493975903614457
1,Hard,0.45010690056740904,0.5294117647058824,0.5136619369280455,0.5142857142857142,0.75,0.5446096654275092,1.0,,0.0,0.0,0.4964483458136644,0.5027928343076545,Colin Paul,Liu Lucca,2026-09-21,atp-single,Futures 2026,3328559,
0,Hard,0.4150600986591575,0.4285714285714285,0.3925221707116002,0.4236453201970444,1.0,0.35875921688278656,1.0,,0.0,-0.0,0.42242561580921023,0.3887804954178481,Alhogbani Anmar Faleh,Duhan Chirag,2026-09-16,atp-single,Futures 2026,3323903,0.4020887728459531
1,Indoors,0.42358026703250745,0.36,0.44139894797604556,0.3684210526315789,0.9,0.198019801980198,0.15,,0.0,0.0,0.3845376601382512,0.41613124897934084,Zhang Zi Ye,Vasileva Alisa,2026-09-13,wta-single,Shenyang ITF,3323653,
0,Clay,0.33619137926566767,0.35897435897435903,0.3101902003766417,0.0,1.0,0.0,1.0,,0.0,-0.0,0.23172191274667553,0.21546052654743642,Nuneva Nikol,Korokozidi Elena,2026-09-20,wta-single,Plovdiv ITF,3327828,0.07904834996162691
1,Hard,0.5124749523997641,0.36000000000000004,0.3658710750064918,0.36000000000000004,0.7,0.22679352018513765,1.0,,0.0,0.0,0.4164722045925052,0.36837984919713124,Nakanishi Seiya,Idogaki Kazushi,2026-09-08,atp-single,Futures 2026,3318001,0.22242990654205608
0,Clay,0.5873680088558215,0.5333333333333333,0.5509251253922727,0.5496993279094446,1.0,0.6141348497156784,1.0,0.7142857142857143,0.1875,-0.0,0.5568002233661997,0.5917981350250492,Obradovic Dusan,Lazarov George,2026-09-18,atp-single,Futures 2026,3326107,0.518918918918919
1,Hard,0.3990546775438099,0.6428571428571428,0.6169614720255099,0.5339805825242718,1.0,0.5419730392156862,1.0,,0.0,0.0,0.5252974676417416,0.519329729595002,Lumsden Ewen,Kirkin Ergi,2026-09-18,atp-single,Futures 2026,3326073,0.31999999999999995
1,Hard,0.4530952434126912,0.7297297297297297,0.7821085918048991,0.6000000000000001,1.0,0.7533039647577092,0.35,0.5263157894736842,0.225,0.0,0.5942749910474737,0.6280703982580068,De Carvalho Damazio Livas Eduardo,Braga Breno,2026-09-15,atp-single,Futures 2026,3324191,0.7448559670781892
1,Clay,0.4968029383477851,0.16666666666666669,0.12338713728131988,0.44734098018769547,1.0,0.2900467533646536,1.0,0.6621621621621623,0.12000000000000002,6.0,0.4302701950673824,0.3772103488632109,Vedder Eva,De Stefano Samira,2026-09-08,wta-single,Antalya 5 WTA,3318279,0.3578431372549019
0,Hard,,0.5,0.47830528425796537,0.5076923076923077,0.825,0.40523292916400755,0.95,0.638728323699422,0.09600000000000003,-0.0,0.503477344573235,0.4519034633621295,Llinares Domingo Lucia,Rathi Anjali,2026-09-13,wta-single,Monastir 50 ITF,3323539,
1,Clay,0.4934933220892117,0.5544554455445545,0.5274626061309516,0.5714285714285715,1.0,0.7240263630916717,1.0,0.7866894197952219,0.3360000000000001,0.0,0.5397924463541126,0.6023111320033061,Seyboth Wild Thiago,Martinez Pedro,2026-09-13,atp-single,Genoa challenger,3322289,0.6212121212121211
1,Indoors,0.4794758897897548,0.47368421052631576,0.48737159234853983,0.5967741935483871,1.0,0.722636815920398,0.8,,0.0,0.0,0.5166447646214859,0.5517703338837904,Hoffmann Moritz,Barbic Arian,2026-09-21,atp-single,Futures 2026,3328943,0.516304347826087
0,Hard,0.5488086239777905,0.5223880597014925,0.5191717317311471,0.43359375,1.0,0.29021780664883445,1.0,,0.0,-0.0,0.5015968112264277,0.45273272078592397,Milovanovic Elena,Tupitsyna Ekaterina,2026-09-18,wta-single,Hurghada 11 ITF,3326117,0.43121693121693117
0,,0.08433577651315527,0.625,0.5757106161516675,0.4943820224719101,1.0,0.4943820224719101,1.0,,0.0,3.0,0.4312392663283552,0.41480947171224425,Nidunjianzan Fnu,Ruud Casper,2026-09-19,atp-single,Davis Cup,3327914,0.056079955580233265
1,Hard,0.5412298646137346,,,,0.0,,0.0,,0.0,0.0,0.5412298646137346,0.5412298646137346,Fellows Jake,Martires Goncalo,2026-09-13,atp-single,Futures 2026,3322387,
0,Clay,0.4251003374640757,0.5555555555555556,0.5682574877209297,0.5790658413055713,1.0,0.747316540808729,1.0,,0.0,-3.0,0.48990724477506753,0.5502247886645781,Lagutin Pavel,Moro Canas Alejandro,2026-09-16,atp-single,Biella challenger,3325001,0.4353562005277044
1,Clay,0.6484169001854981,,,,0.0,,0.0,,0.0,0.0,0.6484169001854981,0.6484169001854981,Iannaccone Federico,Calla Tommaso,2026-09-20,atp-single,Genoa 2 challenger,3327378,0.9357454772301934
0,,0.5621827219885603,0.6153846153846154,0.5790492783374065,0.49677419354838703,0.6,0.49677419354838703,0.6,,0.0,6.0,0.6275507128854645,0.6135755832519227,Mildren Sarah,Battesti Alice,2026-09-09,wta-single,UTR Pro Match Series,3320107,0.5973684210526315
0,Hard,0.41176470588235303,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,3.0,0.1672549019607844,0.1672549019607844,Condeco Rocco,Murgett Finn,2026-09-13,atp-single,Futures 2026,3322401,
0,Hard,0.5010729663144065,0.5625,0.5448062315120755,0.48160000000000003,1.0,0.5068203244008371,1.0,,0.0,-0.0,0.5150576554381354,0.5175665074091065,Sharipov Marat (2002),Ivashka Ilya,2026-09-13,atp-single,Shanghai challenger,3321773,0.4693333333333334
1,Clay,0.5354116353169953,0.4545454545454545,0.46539611457735897,0.5086282538754022,1.0,0.4714523577129077,1.0,0.6175030599755202,0.07680000000000001,3.0,0.5295284479126173,0.5239171680360706,Noha Akugue Noma,Maristany Zuleta De Reales Guiomar,2026-09-12,wta-single,Montreux WTA,3321317,0.5093333333333333
1,Hard,,1.0,1.0,1.0,0.45,1.0,0.35,,0.0,0.0,1.0,1.0,Han Chengwei,Yuchi Guyun,2026-09-20,wta-single,Maanshan 10 ITF,3327822,
0,Indoors,0.4902740991553851,0.368421052631579,0.4055770564965816,0.4385964912280701,1.0,0.49035576510930123,0.3,,0.0,-0.0,0.432430547671678,0.45345995008032913,Ye Shiyu,Arystanbekova Asylzhan,2026-09-14,wta-single,Shenyang ITF,3323695,0.49591280653950953
1,,,0.0,0.0,0.5263157894736842,0.475,0.5263157894736842,0.475,0.6666666666666666,0.125,0.0,0.16949152542372878,0.20833333333333331,Djakouris Antreas,Oliver Liam,2026-09-10,atp-single,UTR Pro Tennis Series 3,3320683,
0,Hard,,0.37209302325581395,0.3868849252589278,0.4117647058823529,0.9,0.4202566452795601,1.0,,0.0,-0.0,0.3908848729210166,0.40357078526924395,Meinertz Andre Biciusca,Piatrouski Daniil,2026-09-21,atp-single,Futures 2026,3328765,0.2396039603960396
1,Clay,0.5579333176154102,0.5744680851063829,0.5477796438149316,0.5588822355289421,1.0,0.616370390023879,1.0,0.8,0.375,0.0,0.563761212750245,0.5991358078382876,Maduzzi Gaia,Paszun Amelia,2026-09-21,wta-single,Plovdiv ITF,3328478,0.618925831202046
1,Hard,0.5064113103820722,0.4736842105263158,0.5155391018418981,0.44186046511627913,1.0,0.3905937971227126,1.0,,0.0,0.0,0.473985328674889,0.4708480697822277,Katsumi Nanari,Farzami Mandegar,2026-09-16,wta-single,Monastir 50 ITF,3324585,0.5481283422459893
0,Clay,0.46678317793619917,0.564516129032258,0.5545920936340782,0.5083260297984225,1.0,0.42015751626526654,1.0,0.5,0.30000000000000004,-3.0,0.4832084455889599,0.4522826629804678,Kolonus Zuzanna,Petruzelova Lucie,2026-09-11,wta-single,Radom ITF,3320989,0.4125326370757181
0,Indoors,0.4692214486385494,0.5423728813559322,0.5894753510539082,0.5058823529411764,1.0,0.5034199726402189,0.7,,0.0,-3.0,0.47582556097855266,0.4926262150150411,Jarzaguet Evan,Couturier Lenny,2026-09-14,atp-single,Futures 2026,3323051,0.34729064039408863
1,,,0.5932203389830508,0.6873957335369794,,0.05,,0.05,,0.0,0.0,0.5932203389830508,0.6873957335369794,Okhtenberg Nicole,Niewiadomska Patrycja,2026-09-08,wta-single,UTR Pro Match Series,3319293,0.5
0,Hard,,0.31034482758620696,0.36839102365397725,0.4193548387096774,0.475,0.3076923076923077,0.95,,0.0,3.0,0.3754497464225789,0.36881985433931774,Atturu Shria,Kochta Tamina,2026-09-08,wta-single,Hurghada 10 ITF,3318389,0.18918918918918914
1,Hard,0.520703613467241,0.6585365853658537,0.6216065654255539,0.43956043956043955,1.0,0.4326221735959153,1.0,0.7317596566523605,0.21600000000000005,-3.0,0.5096002127978447,0.5088658079370709,Weber Arthur,Matsuda Koki,2026-09-15,atp-single,Phan Thiet 4 challenger,3321625,0.6570048309178744
